start_time,end_time,center_freq,phy_address,modulation,power_level,abort_time,recheck_time,packet_size,packet
5001000,5011000,0.000000,0x8E89BED6,16,0.000000,18446744073709551615,18446744073709551615,5,01 02 03 04 05
